"REGION NAME","DISTRICT NAME","NAME OF CANDIDATE","PARTY","PARTY COLOR","VOTES SCORED","","","","","","","","","","","","","","","","","","","","","MZIMBA","MZIMBA","MZIMBA","NKHATA BAY","NKHATA BAY","NKHATA BAY","NKHATA BAY","NKHATA BAY","NKHATA BAY","MZIMBA","MZIMBA","MZIMBA","LIKOMA","NKHOTAKOTA","NKHOTAKOTA","NKHOTAKOTA","NKHOTAKOTA","NKHOTAKOTA","KASUNGU","KASUNGU","KASUNGU","KASUNGU","KASUNGU","KASUNGU","KASUNGU","KASUNGU","KASUNGU","KASUNGU","KASUNGU","NTCHISI","NTCHISI","NTCHISI","NTCHISI","NTCHISI","DOWA","DOWA","DOWA","DOWA","DOWA","DOWA","DOWA","DOWA","DOWA","DOWA","MCHINJI","MCHINJI","MCHINJI","MCHINJI","MCHINJI","MCHINJI","MCHINJI","SALIMA","SALIMA","SALIMA","SALIMA","SALIMA","SALIMA","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","LILONGWE","DEDZA","DEDZA","DEDZA","DEDZA","DEDZA","DEDZA","DEDZA","DEDZA","DEDZA","DEDZA","NTCHEU","NTCHEU","NTCHEU","NTCHEU","NTCHEU","NTCHEU","NTCHEU","NTCHEU","MANGOCHI","MANGOCHI","MANGOCHI","MANGOCHI","MANGOCHI","MANGOCHI","MANGOCHI","MANGOCHI","MANGOCHI","MANGOCHI","MANGOCHI","MANGOCHI","MANGOCHI","MACHINGA","MACHINGA","MACHINGA","MACHINGA","MACHINGA","MACHINGA","MACHINGA","MACHINGA","BALAKA","BALAKA","BALAKA","BALAKA","BALAKA","ZOMBA","ZOMBA","ZOMBA","ZOMBA","ZOMBA","ZOMBA","ZOMBA","ZOMBA","ZOMBA","NENO","NENO","NENO","BLANTYRE","BLANTYRE","BLANTYRE","BLANTYRE","BLANTYRE","BLANTYRE","ZOMBA","ZOMBA","MWANZA","MWANZA","PHALOMBE","PHALOMBE","PHALOMBE","PHALOMBE","PHALOMBE","CHIRADZULU","CHIRADZULU","CHIRADZULU","CHIRADZULU","CHIRADZULU","MULANJE","MULANJE","MULANJE","MULANJE","MULANJE","MULANJE","MULANJE","MULANJE","MULANJE","BLANTYRE","BLANTYRE","BLANTYRE","BLANTYRE","BLANTYRE","BLANTYRE","BLANTYRE","BLANTYRE","BLANTYRE","BLANTYRE","CHIKWAWA","CHIKWAWA","CHIKWAWA","CHIKWAWA","CHIKWAWA","CHIKWAWA","CHIKWAWA","THYOLO","THYOLO","THYOLO","THYOLO","THYOLO","THYOLO","THYOLO","THYOLO","LUCHENZA","NSANJE","NSANJE","NSANJE","NSANJE","NSANJE"
"CENTRAL REGION","DOWA","Kondwani Nankhumwa","PDP","#0543B2","209","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CENTRAL REGION","DOWA","Kamuzu Chibambo","PETRA","#DBE827","1290","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CENTRAL REGION","DOWA","Thokozani Banda","INDEPENDENT","#4D4D4D","1429","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CENTRAL REGION","DOWA","Adil Chilungo","INDEPENDENT","#4D4D4D","276","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CENTRAL REGION","DOWA","Smart Swira","INDEPENDENT","#4D4D4D","94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CENTRAL REGION","DOWA","Milward Tobias","INDEPENDENT","#4D4D4D","105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CENTRAL REGION","DOWA","Phunziro Mvula","INDEPENDENT","#4D4D4D","167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CENTRAL REGION","DOWA","Cosmas Chipojola","INDEPENDENT","#4D4D4D","314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CENTRAL REGION","KASUNGU","Lazarus Chakwera","MCP","#00A200","169028","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CENTRAL REGION","KASUNGU","Peter Mutharika","DPP","#00B0F0","58013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CENTRAL REGION","KASUNGU","Joyce Banda","PP","#FF6400","5106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CENTRAL REGION","KASUNGU","Dalitso Kabambe","UTM","#FF0000","6034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CENTRAL REGION","KASUNGU","Atupele Muluzi","UDF","#FFFF00","1311","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CENTRAL REGION","KASUNGU","Michael Usi","ODYA ZAKE","#DB2C3B","806","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CENTRAL REGION","KASUNGU","Frank Mwenifumbo","NDP","#08DFA3","171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CENTRAL REGION","KASUNGU","Jordan Sauti","PCP","#1B1B31","222","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
